model_id,endpoint,quota_type,quota_code,quota_name
cohere.command-r-plus-v1:0,base,tpm,L-FEE1DCB6,On-demand model inference tokens per minute for Cohere Command R Plus
cohere.command-r-v1:0,base,rpm,L-A49CA90F,On-demand model inference requests per minute for Cohere Command R
cohere.command-r-v1:0,base,tpm,L-17F95AA4,On-demand model inference tokens per minute for Cohere Command R
deepseek.r1-v1:0,us,rpm,L-F52323AB,Cross-region model inference requests per minute for DeepSeek R1 V1
deepseek.r1-v1:0,us,tpd,L-6CA2002C,Model invocation max tokens per day for DeepSeek R1 V1 (doubled for cross-region calls)
deepseek.r1-v1:0,us,tpm,L-06B03968,Cross-region model inference tokens per minute for DeepSeek R1 V1
deepseek.v3-v1:0,base,rpm,L-7A5451CB,On-demand model inference requests per minute for DeepSeek V3 V1
deepseek.v3-v1:0,base,tpm,L-30A6895A,On-demand model inference tokens per minute for DeepSeek V3 V1
deepseek.v3.2,base,rpm,L-3AE31EFC,On-demand model inference requests per minute for DeepSeek V3.2
deepseek.v3.2,base,tpm,L-C43703DE,On-demand model inference tokens per minute for DeepSeek V3.2
google.gemma-3-12b-it,base,rpm,L-999037CA,On-demand model inference requests per minute for Gemma 3 12B
google.gemma-3-12b-it,base,tpm,L-3FD4A73E,On-demand model inference tokens per minute for Gemma 3 12B
google.gemma-3-27b-it,base,rpm,L-5D46C7AF,On-demand model inference requests per minute for Gemma 3 27B
google.gemma-3-27b-it,base,tpm,L-F8729E94,On-demand model inference tokens per minute for Gemma 3 27B
google.gemma-3-4b-it,base,rpm,L-3056DF33,On-demand model inference requests per minute for Gemma 3 4B
google.gemma-3-4b-it,base,tpm,L-73FB8466,On-demand model inference tokens per minute for Gemma 3 4B
luma.ray-v2:0,base,concurrent,L-3447D96F,On-demand model inference concurrent requests for Luma Ray V2
meta.llama3-1-405b-instruct-v1:0,base,rpm,L-6ED467E8,On-demand model inference requests per minute for Meta Llama 3.1 405B Instruct
meta.llama3-1-405b-instruct-v1:0,base,tpm,L-0F7F5E55,On-demand model inference tokens per minute for Meta Llama 3.1 405B Instruct
meta.llama3-1-405b-instruct-v1:0,us,rpm,L-2310243E,Cross-region model inference requests per minute for Meta Llama 3.1 405B Instruct
meta.llama3-1-405b-instruct-v1:0,us,tpm,L-9913DEEF,Cross-region model inference tokens per minute for Meta Llama 3.1 405B Instruct
meta.llama3-1-70b-instruct-v1:0,base,rpm,L-ECA5B974,On-demand model inference requests per minute for Meta Llama 3.1 70B Instruct
meta.llama3-1-70b-instruct-v1:0,base,tpm,L-48E55E59,On-demand model inference tokens per minute for Meta Llama 3.1 70B Instruct
meta.llama3-1-70b-instruct-v1:0,us,rpm,L-29644EB3,Cross-region model inference requests per minute for Meta Llama 3.1 70B Instruct
meta.llama3-1-70b-instruct-v1:0,us,tpm,L-92E68994,Cross-region model inference tokens per minute for Meta Llama 3.1 70B Instruct
meta.llama3-1-8b-instruct-v1:0,base,rpm,L-19A2ED6C,On-demand model inference requests per minute for Meta Llama 3.1 8B Instruct
meta.llama3-1-8b-instruct-v1:0,base,tpm,L-9E79C230,On-demand model inference tokens per minute for Meta Llama 3.1 8B Instruct
meta.llama3-1-8b-instruct-v1:0,us,rpm,L-396C5302,Cross-region model inference requests per minute for Meta Llama 3.1 8B Instruct
meta.llama3-1-8b-instruct-v1:0,us,tpm,L-9782749C,Cross-region model inference tokens per minute for Meta Llama 3.1 8B Instruct
meta.llama3-2-11b-instruct-v1:0,us,tpd,L-B34C64C1,Model invocation max tokens per day for Meta Llama 3.2 11B Instruct (doubled for cross-region calls)
meta.llama3-2-1b-instruct-v1:0,us,rpm,L-A31D2B40,Cross-region model inference requests per minute for Meta Llama 3.2 1B Instruct
meta.llama3-2-1b-instruct-v1:0,us,tpd,L-385F89F0,Model invocation max tokens per day for Meta Llama 3.2 1B Instruct (doubled for cross-region calls)
meta.llama3-2-1b-instruct-v1:0,us,tpm,L-BD9FDA6F,Cross-region model inference tokens per minute for Meta Llama 3.2 1B Instruct
meta.llama3-2-1b-instruct-v1:0,eu,rpm,L-A31D2B40,Cross-region model inference requests per minute for Meta Llama 3.2 1B Instruct
meta.llama3-2-1b-instruct-v1:0,eu,tpd,L-385F89F0,Model invocation max tokens per day for Meta Llama 3.2 1B Instruct (doubled for cross-region calls)
meta.llama3-2-1b-instruct-v1:0,eu,tpm,L-BD9FDA6F,Cross-region model inference tokens per minute for Meta Llama 3.2 1B Instruct
meta.llama3-2-3b-instruct-v1:0,us,rpm,L-6B0A9FAD,Cross-region model inference requests per minute for Meta Llama 3.2 3B Instruct
meta.llama3-2-3b-instruct-v1:0,us,tpd,L-CCE51B55,Model invocation max tokens per day for Meta Llama 3.2 3B Instruct (doubled for cross-region calls)
meta.llama3-2-3b-instruct-v1:0,us,tpm,L-0B2687F4,Cross-region model inference tokens per minute for Meta Llama 3.2 3B Instruct
meta.llama3-2-3b-instruct-v1:0,eu,rpm,L-6B0A9FAD,Cross-region model inference requests per minute for Meta Llama 3.2 3B Instruct
meta.llama3-2-3b-instruct-v1:0,eu,tpd,L-CCE51B55,Model invocation max tokens per day for Meta Llama 3.2 3B Instruct (doubled for cross-region calls)
meta.llama3-2-3b-instruct-v1:0,eu,tpm,L-0B2687F4,Cross-region model inference tokens per minute for Meta Llama 3.2 3B Instruct
meta.llama3-2-90b-instruct-v1:0,us,tpd,L-2B30E322,Model invocation max tokens per day for Meta Llama 3.2 90B Instruct (doubled for cross-region calls)
meta.llama3-3-70b-instruct-v1:0,us,rpm,L-DEDE703C,Cross-region model inference requests per minute for Meta Llama 3.3 70B Instruct
meta.llama3-3-70b-instruct-v1:0,us,tpm,L-0E7AA8B7,Cross-region model inference tokens per minute for Meta Llama 3.3 70B Instruct
meta.llama3-3-70b-instruct-v1:0,base,rpm,L-22EF3256,On-demand model inference requests per minute for Meta Llama 3.3 70B Instruct
meta.llama3-3-70b-instruct-v1:0,base,tpm,L-372A660C,On-demand model inference tokens per minute for Meta Llama 3.3 70B Instruct
meta.llama4-maverick-17b-instruct-v1:0,us,rpm,L-4F18EF2F,Cross-region model inference requests per minute for Meta Llama 4 Maverick V1
meta.llama4-maverick-17b-instruct-v1:0,us,tpd,L-4757258D,Model invocation max tokens per day for Meta Llama 4 Maverick V1 (doubled for cross-region calls)
meta.llama4-maverick-17b-instruct-v1:0,us,tpm,L-DE3FBBF4,Cross-region model inference tokens per minute for Meta Llama 4 Maverick V1
meta.llama4-scout-17b-instruct-v1:0,us,rpm,L-751B753A,Cross-region model inference requests per minute for Meta Llama 4 Scout V1
meta.llama4-scout-17b-instruct-v1:0,us,tpd,L-A9798316,Model invocation max tokens per day for Meta Llama 4 Scout V1 (doubled for cross-region calls)
meta.llama4-scout-17b-instruct-v1:0,us,tpm,L-532E6630,Cross-region model inference tokens per minute for Meta Llama 4 Scout V1
minimax.minimax-m2,base,rpm,L-828C986E,On-demand model inference requests per minute for Minimax M2
minimax.minimax-m2,base,tpm,L-A81B7C40,On-demand model inference tokens per minute for Minimax M2
minimax.minimax-m2.1,base,rpm,L-2DA44933,On-demand model inference requests per minute for Minimax M2.1
minimax.minimax-m2.1,base,tpm,L-D795937C,On-demand model inference tokens per minute for Minimax M2.1
minimax.minimax-m2.5,base,rpm,L-6185F03F,On-demand model inference requests per minute for MiniMax M2.5
minimax.minimax-m2.5,base,tpm,L-359D5670,On-demand model inference tokens per minute for MiniMax M2.5
mistral.devstral-2-123b,base,rpm,L-0197660A,On-demand model inference requests per minute for Mistral Devstral 2 123b
mistral.devstral-2-123b,base,tpm,L-904A6762,On-demand model inference tokens per minute for Mistral Devstral 2 123b
mistral.magistral-small-2509,base,rpm,L-B14A9603,On-demand model inference requests per minute for Magistral Small 1.2
mistral.magistral-small-2509,base,tpm,L-D18AC5F7,On-demand model inference tokens per minute for Magistral Small 1.2
mistral.ministral-3-14b-instruct,base,rpm,L-99F7BDBC,On-demand model inference requests per minute for Ministral 14B 3.0
mistral.ministral-3-14b-instruct,base,tpm,L-334E5409,On-demand model inference tokens per minute for Ministral 14B 3.0
mistral.ministral-3-3b-instruct,base,rpm,L-DCA37E91,On-demand model inference requests per minute for Ministral 3B 3.0
mistral.ministral-3-3b-instruct,base,tpm,L-8A4BEE90,On-demand model inference tokens per minute for Ministral 3B 3.0
mistral.ministral-3-8b-instruct,base,rpm,L-2BDF9A55,On-demand model inference requests per minute for Ministral 8B 3.0
mistral.ministral-3-8b-instruct,base,tpm,L-3B98F300,On-demand model inference tokens per minute for Ministral 8B 3.0
mistral.mistral-large-2407-v1:0,base,rpm,L-1402869F,On-demand model inference requests per minute for Mistral Large 2407
mistral.mistral-large-2407-v1:0,base,tpm,L-1C28E1AB,On-demand model inference tokens per minute for Mistral Large 2407
mistral.mistral-large-3-675b-instruct,base,rpm,L-5B274E24,On-demand model inference requests per minute for Mistral Large 3
mistral.mistral-large-3-675b-instruct,base,tpm,L-C709F563,On-demand model inference tokens per minute for Mistral Large 3
mistral.pixtral-large-2502-v1:0,us,rpm,L-674F42D5,Cross-region model inference requests per minute for Mistral Pixtral Large 25.02 V1
mistral.pixtral-large-2502-v1:0,us,tpd,L-58280E37,Model invocation max tokens per day for Mistral Pixtral Large 25.02 V1 (doubled for cross-region calls)
mistral.pixtral-large-2502-v1:0,us,tpm,L-4B9F76B0,Cross-region model inference tokens per minute for Mistral Pixtral Large 25.02 V1
mistral.pixtral-large-2502-v1:0,eu,rpm,L-674F42D5,Cross-region model inference requests per minute for Mistral Pixtral Large 25.02 V1
mistral.pixtral-large-2502-v1:0,eu,tpd,L-58280E37,Model invocation max tokens per day for Mistral Pixtral Large 25.02 V1 (doubled for cross-region calls)
mistral.pixtral-large-2502-v1:0,eu,tpm,L-4B9F76B0,Cross-region model inference tokens per minute for Mistral Pixtral Large 25.02 V1
mistral.voxtral-mini-3b-2507,base,rpm,L-17AE85BD,On-demand model inference requests per minute for Voxtral Mini 1.0
mistral.voxtral-mini-3b-2507,base,tpm,L-0B767044,On-demand model inference tokens per minute for Voxtral Mini 1.0
mistral.voxtral-small-24b-2507,base,rpm,L-ACB2FB6A,On-demand model inference requests per minute for Voxtral Small 1.0
mistral.voxtral-small-24b-2507,base,tpm,L-930E2896,On-demand model inference tokens per minute for Voxtral Small 1.0
moonshot.kimi-k2-thinking,base,rpm,L-02572418,On-demand model inference requests per minute for Kimi K2 Thinking
moonshot.kimi-k2-thinking,base,tpm,L-03579AC2,On-demand model inference tokens per minute for Kimi K2 Thinking
moonshotai.kimi-k2.5,base,rpm,L-C1711F26,On-demand model inference requests per minute for Moonshot AI Kimi K2.5
moonshotai.kimi-k2.5,base,tpm,L-B8D04761,On-demand model inference tokens per minute for Moonshot AI Kimi K2.5
nvidia.nemotron-nano-12b-v2,base,rpm,L-AC7B3FB9,On-demand model inference requests per minute for NVIDIA Nemotron Nano 2
nvidia.nemotron-nano-12b-v2,base,tpm,L-33D3627D,On-demand model inference tokens per minute for NVIDIA Nemotron Nano 2
nvidia.nemotron-nano-3-30b,base,rpm,L-2DA9C9CC,On-demand model inference requests per minute for Nemotron Nano 3 30B
nvidia.nemotron-nano-3-30b,base,tpm,L-C0663FA3,On-demand model inference tokens per minute for Nemotron Nano 3 30B
nvidia.nemotron-nano-9b-v2,base,rpm,L-AC7B3FB9,On-demand model inference requests per minute for NVIDIA Nemotron Nano 2
nvidia.nemotron-nano-9b-v2,base,tpm,L-33D3627D,On-demand model inference tokens per minute for NVIDIA Nemotron Nano 2
nvidia.nemotron-super-3-120b,base,rpm,L-E722E1BB,On-demand model inference requests per minute for NVIDIA Nemotron 3 Super 120B A12B
nvidia.nemotron-super-3-120b,base,tpm,L-EB4CADEE,On-demand model inference tokens per minute for NVIDIA Nemotron 3 Super 120B A12B
openai.gpt-oss-120b-1:0,base,rpm,L-25B50707,On-demand model inference requests per minute for OpenAI GPT OSS 120B
openai.gpt-oss-120b-1:0,base,tpm,L-9DC5F595,On-demand model inference tokens per minute for OpenAI GPT OSS 120B
openai.gpt-oss-20b-1:0,base,rpm,L-AF7F0545,On-demand model inference requests per minute for OpenAI GPT OSS 20B
openai.gpt-oss-20b-1:0,base,tpm,L-036E14D8,On-demand model inference tokens per minute for OpenAI GPT OSS 20B
openai.gpt-oss-safeguard-20b,base,rpm,L-65833D55,On-demand model inference requests per minute for GPT OSS Safeguard 20B
openai.gpt-oss-safeguard-20b,base,tpm,L-5D8F2F54,On-demand model inference tokens per minute for GPT OSS Safeguard 20B
qwen.qwen3-235b-a22b-2507-v1:0,base,rpm,L-548A1A32,On-demand model inference requests per minute for Qwen3 235B a22b 2507 V1
qwen.qwen3-235b-a22b-2507-v1:0,base,tpm,L-3875BCCF,On-demand model inference tokens per minute for Qwen3 235B a22b 2507 V1
qwen.qwen3-32b-v1:0,base,rpm,L-E880C759,On-demand model inference requests per minute for Qwen3 32B V1
qwen.qwen3-32b-v1:0,base,tpm,L-B7C52139,On-demand model inference tokens per minute for Qwen3 32B V1
qwen.qwen3-coder-30b-a3b-v1:0,base,rpm,L-66EE6E0B,On-demand model inference requests per minute for Qwen3 Coder 30B a3b V1
qwen.qwen3-coder-30b-a3b-v1:0,base,tpm,L-92F81E14,On-demand model inference tokens per minute for Qwen3 Coder 30B a3b V1
qwen.qwen3-coder-480b-a35b-v1:0,base,rpm,L-CBE7E3CD,On-demand model inference requests per minute for Qwen3 Coder 480B a35b V1
qwen.qwen3-coder-480b-a35b-v1:0,base,tpm,L-4D0E44C8,On-demand model inference tokens per minute for Qwen3 Coder 480B a35b V1
qwen.qwen3-next-80b-a3b,base,rpm,L-07B3CEEA,On-demand model inference requests per minute for Qwen3 Next 80B A3B
qwen.qwen3-next-80b-a3b,base,tpm,L-37AB702E,On-demand model inference tokens per minute for Qwen3 Next 80B A3B
qwen.qwen3-vl-235b-a22b,base,rpm,L-11B56FB0,On-demand model inference requests per minute for Qwen3 VL 235B A22B
qwen.qwen3-vl-235b-a22b,base,tpm,L-46063925,On-demand model inference tokens per minute for Qwen3 VL 235B A22B
stability.stable-conservative-upscale-v1:0,us,rpm,L-0C7F3C72,Cross-region model inference requests per minute for Stable Image Conservative Upscale
stability.stable-creative-upscale-v1:0,us,rpm,L-DB8B3F46,Cross-region model inference requests per minute for Stable Image Creative Upscale
stability.stable-fast-upscale-v1:0,us,rpm,L-D3D76E8D,Cross-region model inference requests per minute for Stable Image Fast Upscale
writer.palmyra-vision-7b,base,rpm,L-23BFF4A6,On-demand model inference requests per minute for Writer Palmyra Vision 7B
writer.palmyra-vision-7b,base,tpm,L-C53E98ED,On-demand model inference tokens per minute for Writer Palmyra Vision 7B
writer.palmyra-x4-v1:0,us,tpd,L-C2635A4E,Model invocation max tokens per day for Writer Palmyra Vision 7B (doubled for cross-region calls)
writer.palmyra-x5-v1:0,us,tpd,L-C2635A4E,Model invocation max tokens per day for Writer Palmyra Vision 7B (doubled for cross-region calls)
zai.glm-4.7,base,rpm,L-497DDDD7,On-demand model inference requests per minute for Z.ai GLM-4.7
zai.glm-4.7,base,tpm,L-12454D86,On-demand model inference tokens per minute for Z.ai GLM-4.7
zai.glm-4.7-flash,base,rpm,L-5E856AD9,On-demand model inference requests per minute for Z.ai GLM-4.7 Flash
zai.glm-4.7-flash,base,tpm,L-B40F2E56,On-demand model inference tokens per minute for Z.ai GLM-4.7 Flash
zai.glm-5,base,rpm,L-7BF266A9,On-demand model inference requests per minute for Z.ai GLM 5
zai.glm-5,base,tpm,L-99316427,On-demand model inference tokens per minute for Z.ai GLM 5
anthropic.claude-3-5-sonnet-20241022-v2:0,apac,rpm,L-1D3E59A3,Cross-Region model inference requests per minute for Anthropic Claude 3.5 Sonnet V2
anthropic.claude-3-5-sonnet-20241022-v2:0,apac,tpm,L-FF8B4E28,Cross-Region model inference tokens per minute for Anthropic Claude 3.5 Sonnet V2
anthropic.claude-3-5-sonnet-20241022-v2:0,base,rpm,L-79E773B3,On-demand model inference requests per minute for Anthropic Claude 3.5 Sonnet V2
anthropic.claude-3-5-sonnet-20241022-v2:0,base,tpm,L-AD41C330,On-demand model inference tokens per minute for Anthropic Claude 3.5 Sonnet V2
anthropic.claude-3-5-sonnet-20240620-v1:0,apac,rpm,L-1D3E59A3,Cross-Region model inference requests per minute for Anthropic Claude 3.5 Sonnet V2
anthropic.claude-3-5-sonnet-20240620-v1:0,apac,tpm,L-FF8B4E28,Cross-Region model inference tokens per minute for Anthropic Claude 3.5 Sonnet V2
anthropic.claude-3-5-sonnet-20240620-v1:0,base,rpm,L-254CACF4,On-demand model inference requests per minute for Anthropic Claude 3.5 Sonnet
anthropic.claude-3-5-sonnet-20240620-v1:0,base,tpm,L-A50569E5,On-demand model inference tokens per minute for Anthropic Claude 3.5 Sonnet
twelvelabs.marengo-embed-2-7-v1:0,apac,rpm,L-E967C2DE,Cross-region model inference requests per minute for Twelve Labs Marengo
twelvelabs.marengo-embed-2-7-v1:0,eu,rpm,L-E967C2DE,Cross-region model inference requests per minute for Twelve Labs Marengo
twelvelabs.marengo-embed-2-7-v1:0,us,rpm,L-E967C2DE,Cross-region model inference requests per minute for Twelve Labs Marengo
twelvelabs.marengo-embed-3-0-v1:0,base,concurrent,L-BC3096B9,On-demand InvokeModel async concurrent requests for TwelveLabs Marengo Embed 3.0
twelvelabs.marengo-embed-3-0-v1:0,base,rpm,L-8CBCC2C0,On-demand model inference requests per minute for TwelveLabs Marengo Embed 3.0
twelvelabs.marengo-embed-3-0-v1:0,eu,rpm,L-E5197E26,Cross-region model inference requests per minute for TwelveLabs Marengo Embed 3.0
twelvelabs.marengo-embed-3-0-v1:0,us,rpm,L-E5197E26,Cross-region model inference requests per minute for TwelveLabs Marengo Embed 3.0
amazon.nova-canvas-v1:0,base,rpm,L-3F26CE29,On-demand model inference requests per minute for Amazon Nova Canvas
amazon.nova-reel-v1:0,base,concurrent,L-BD0D28A0,On-demand InvokeModel concurrent requests for Amazon Nova Reel1.0
amazon.nova-sonic-v1:0,base,concurrent,L-FC3AC7EE,On-demand InvokeModel concurrent requests for Amazon Nova Sonic
qwen.qwen3-coder-next,base,rpm,L-4153B066,On-demand model inference requests per minute for Qwen3 Coder Next
qwen.qwen3-coder-next,base,tpm,L-A4C6122D,On-demand model inference tokens per minute for Qwen3 Coder Next
ai21.jamba-1-5-large-v1:0,base,rpm,L-F4CAA0FD,On-demand model inference requests per minute for AI21 Labs Jamba 1.5 Large
ai21.jamba-1-5-large-v1:0,base,tpm,L-CFAB19FF,On-demand model inference tokens per minute for AI21 Labs Jamba 1.5 Large
ai21.jamba-1-5-mini-v1:0,base,rpm,L-0449ADC5,On-demand model inference requests per minute for AI21 Labs Jamba 1.5 Mini
ai21.jamba-1-5-mini-v1:0,base,tpm,L-5A778346,On-demand model inference tokens per minute for AI21 Labs Jamba 1.5 Mini
amazon.nova-2-multimodal-embeddings-v1:0,base,concurrent,L-44704E61,On-demand InvokeModel async concurrent requests for Amazon Nova 2 Multimodal Embeddings V1
amazon.nova-2-multimodal-embeddings-v1:0,base,rpm,L-29E17D48,On-demand model inference requests per minute for Amazon Nova 2 Multimodal Embeddings V1
amazon.nova-reel-v1:1,base,concurrent,L-BD0D28A0,On-demand InvokeModel concurrent requests for Amazon Nova Reel1.0
mistral.mistral-small-2402-v1:0,base,rpm,L-1CBB0490,On-demand model inference requests per minute for Mistral AI Mistral Small
mistral.mistral-small-2402-v1:0,base,tpm,L-82C15FA8,On-demand model inference tokens per minute for Mistral AI Mistral Small
